item_fat_content,item_identifier,item_type,outlet_establishment_year,outlet_identifier,outlet_location_type,outlet_size,outlet_type,item_visibility,item_weight,sales,rating,total_sales,gross_margin,net_sales
Low Fat,DRK11,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.010781158,8.21,149.9392,4.2,149.9392,29.987840000000002,119.95136
Low Fat,NCT42,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.024926013,5.88,149.9392,4.0,149.9392,29.987840000000002,119.95136
Regular,FDM15,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.057421582,11.8,149.9366,3.8,149.9366,29.98732,119.94928
Low Fat,FDV24,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.103693024,5.635,149.905,4.0,149.905,29.981,119.924
Low Fat,NCP06,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.039405676,20.7,149.8366,4.3,149.8366,29.96732,119.86928
Regular,FDM15,Meat,2015,OUT045,Tier 2,High,Supermarket Type1,0.057538034,11.8,149.8366,4.0,149.8366,29.96732,119.86928
reg,FDT39,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.009883257,6.26,149.8366,4.0,149.8366,29.96732,119.86928
Low Fat,FDZ33,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.107307677,10.195,149.8076,4.3,149.8076,29.961520000000004,119.84608
Low Fat,FDF16,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.086060695,7.3,149.8076,4.0,149.8076,29.961520000000004,119.84608
Low Fat,FDR48,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0,11.65,149.8024,4.1,149.8024,29.960480000000004,119.84192
Low Fat,FDK38,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,0.053591345,6.65,149.7734,4.2,149.7734,29.954680000000003,119.81872000000001
Regular,FDW15,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.055103174,15.35,149.7734,4.6,149.7734,29.954680000000003,119.81872000000001
Low Fat,NCP06,Household,2011,OUT010,Tier 3,High,Grocery Store,0.065689432,20.7,149.7366,1.5,149.7366,29.947320000000005,119.78928
Low Fat,FDS48,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,0.046496777,15.15,149.6708,4.0,149.6708,29.934160000000006,119.73664000000001
Low Fat,NCA17,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.04551031,20.6,149.6392,4.2,149.6392,29.92784,119.71135999999998
Regular,FDG21,Seafood,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.146895866,17.35,149.605,4.3,149.605,29.921,119.684
Low Fat,FDV09,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.020652362,12.1,149.5734,4.0,149.5734,29.91468,119.65871999999999
Low Fat,FDK38,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.053372768,6.65,149.5734,4.5,149.5734,29.91468,119.65871999999999
Low Fat,DRK11,Hard Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.010762387,8.21,149.5392,4.4,149.5392,29.90784,119.63136
Regular,FDM15,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.057410724,11.8,149.5366,4.0,149.5366,29.90732,119.62928
Regular,FDE17,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.054455495,20.1,149.5366,4.0,149.5366,29.90732,119.62928
Low Fat,NCA05,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.0,20.75,149.4734,4.1,149.4734,29.89468,119.57872
Low Fat,FDT28,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.06355415,13.3,149.4708,3.2,149.4708,29.89416,119.57664
Low Fat,NCT42,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.024882614,5.88,149.4392,3.7,149.4392,29.88784,119.55136
Low Fat,FDK38,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.053397989,6.65,149.3734,4.0,149.3734,29.87468,119.49872
Low Fat,FDQ33,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.091189915,13.35,149.3708,4.0,149.3708,29.874160000000003,119.49664
Low Fat,NCP18,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.028656248,12.15,149.3708,4.0,149.3708,29.874160000000003,119.49664
Low Fat,FDF12,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.0828941,8.235,149.3076,4.0,149.3076,29.861520000000002,119.44608000000001
Low Fat,FDF12,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.082427854,8.235,149.3076,4.0,149.3076,29.861520000000002,119.44608000000001
Low Fat,NCQ05,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.0,11.395,149.2708,5.0,149.2708,29.854160000000004,119.41664
LF,NCA17,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.045603215,20.6,149.2392,4.1,149.2392,29.847840000000005,119.39136
LF,NCQ05,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.021602001,11.395,149.1708,2.0,149.1708,29.834160000000004,119.33664000000002
Regular,FDF10,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.15717236,15.5,149.1418,4.3,149.1418,29.82836,119.31343999999999
Regular,FDJ02,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.025205909,17.2,149.1418,4.0,149.1418,29.82836,119.31343999999999
Low Fat,FDU07,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.059940022,11.1,149.1366,4.0,149.1366,29.82732,119.30927999999999
Low Fat,FDF12,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.08259502,8.235,149.1076,4.0,149.1076,29.82152,119.28608
LF,FDX16,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.065810045,17.85,149.105,2.0,149.105,29.820999999999998,119.28399999999999
Low Fat,FDX16,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.06594351,17.85,149.105,4.4,149.105,29.820999999999998,119.28399999999999
Low Fat,NCP18,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.028642712,12.15,149.0708,4.5,149.0708,29.81416,119.25663999999999
Low Fat,FDM52,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.026140452,15.1,149.0076,2.0,149.0076,29.80152,119.20608
Low Fat,FDZ33,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.107564024,10.195,149.0076,4.2,149.0076,29.80152,119.20608
Low Fat,FDT08,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.049318315,13.65,149.005,4.0,149.005,29.801000000000002,119.204
Regular,FDR51,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.17417636,9.035,148.9708,4.0,148.9708,29.79416,119.17663999999999
Low Fat,NCN42,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.014222617,20.25,148.9418,4.3,148.9418,29.78836,119.15344
Low Fat,FDQ33,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.091723066,13.35,148.8708,4.0,148.8708,29.774160000000002,119.09664000000001
Low Fat,FDO40,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.032761024,17.1,148.8392,3.4,148.8392,29.767840000000003,119.07136
Low Fat,NCA17,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0,20.6,148.8392,3.5,148.8392,29.767840000000003,119.07136
Low Fat,FDF16,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.086132373,7.3,148.8076,4.0,148.8076,29.761520000000004,119.04608
Regular,FDU57,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.089735804,8.27,148.7708,3.4,148.7708,29.754160000000002,119.01664000000001
Regular,FDI41,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.0,18.5,148.7418,4.1,148.7418,29.748360000000005,118.99344
LF,FDO40,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.032628111,17.1,148.7392,4.0,148.7392,29.747840000000004,118.99136000000001
Low Fat,FDZ33,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.108004532,10.195,148.7076,4.0,148.7076,29.741520000000005,118.96608
Low Fat,FDV24,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0,5.635,148.705,3.8,148.705,29.741000000000003,118.96400000000001
Regular,FDU57,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.089479661,8.27,148.6708,4.0,148.6708,29.734160000000003,118.93664000000001
reg,FDI41,Frozen Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.062609071,18.5,148.6418,4.0,148.6418,29.72836,118.91344
Low Fat,NCN42,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.014251461,20.25,148.6418,4.1,148.6418,29.72836,118.91344
Low Fat,FDW45,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.038978526,18.0,148.6418,3.4,148.6418,29.72836,118.91344
reg,FDF10,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.156797787,15.5,148.6418,4.0,148.6418,29.72836,118.91344
Low Fat,FDV09,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.020684919,12.1,148.5734,4.0,148.5734,29.71468,118.85871999999999
Low Fat,FDU13,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.188322664,8.355,148.5418,4.0,148.5418,29.70836,118.83344
Low Fat,FDS55,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.081096635,7.02,148.4734,4.0,148.4734,29.69468,118.77871999999999
Low Fat,FDW45,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.039090105,18.0,148.4418,3.9,148.4418,29.688360000000003,118.75344
Low Fat,FDY31,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.043526599,5.98,148.4418,4.3,148.4418,29.688360000000003,118.75344
Low Fat,NCT42,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.024937792,5.88,148.4392,5.0,148.4392,29.68784,118.75136
LF,NCA17,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.045380404,20.6,148.4392,3.6,148.4392,29.68784,118.75136
Regular,FDI41,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.062205112,18.5,148.3418,4.1,148.3418,29.668360000000003,118.67344
Low Fat,FDB53,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.139426044,13.35,148.3392,3.7,148.3392,29.66784,118.67136
Low Fat,FDV09,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.020564685,12.1,148.2734,4.0,148.2734,29.654680000000003,118.61872000000001
Regular,FDH44,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.026018497,19.1,148.2418,4.0,148.2418,29.648360000000004,118.59344000000002
Low Fat,FDY31,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.043554614,5.98,148.2418,3.6,148.2418,29.648360000000004,118.59344000000002
LF,FDY31,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04363058,5.98,148.2418,3.7,148.2418,29.648360000000004,118.59344000000002
Low Fat,DRK11,Hard Drinks,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0,8.21,148.2392,4.0,148.2392,29.647840000000002,118.59136000000001
LF,FDA33,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.033952603,6.48,148.2076,4.4,148.2076,29.641520000000003,118.56608000000001
Low Fat,FDV24,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,0.172856719,5.635,148.205,4.0,148.205,29.641000000000005,118.56400000000001
Low Fat,FDS55,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0,7.02,148.1734,4.4,148.1734,29.63468,118.53871999999998
Low Fat,FDQ14,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,0.103419257,9.27,148.105,4.6,148.105,29.621,118.484
Low Fat,FDA14,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.065183228,16.1,148.076,3.3,148.076,29.6152,118.46079999999999
Low Fat,FDS55,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.081623275,7.02,148.0734,4.3,148.0734,29.61468,118.45872
Low Fat,NCN42,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.014280554,20.25,148.0418,5.0,148.0418,29.60836,118.43343999999999
Low Fat,FDU13,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.187558629,8.355,148.0418,3.9,148.0418,29.60836,118.43343999999999
Regular,FDI41,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.062256921,18.5,148.0418,4.0,148.0418,29.60836,118.43343999999999
Regular,FDH44,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.025924623,19.1,148.0418,4.2,148.0418,29.60836,118.43343999999999
Low Fat,FDA33,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.033968647,6.48,148.0076,3.6,148.0076,29.60152,118.40608
Low Fat,FDQ14,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.062038986,9.27,148.005,4.0,148.005,29.601,118.404
Low Fat,FDX16,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0,17.85,148.005,3.6,148.005,29.601,118.404
Regular,FDS16,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.066446521,15.15,147.976,4.0,147.976,29.595200000000002,118.3808
Regular,FDG21,Seafood,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.146527359,17.35,147.905,3.9,147.905,29.581000000000003,118.324
Low Fat,FDQ14,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.061883353,9.27,147.905,4.0,147.905,29.581000000000003,118.324
Regular,FDS16,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.066279832,15.15,147.876,3.5,147.876,29.575200000000002,118.30080000000001
Low Fat,FDX16,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.065797601,17.85,147.805,4.0,147.805,29.561000000000003,118.244
Low Fat,FDR46,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.139700397,16.85,147.776,4.0,147.776,29.555200000000003,118.22080000000001
Low Fat,FDK38,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.053279839,6.65,147.7734,4.9,147.7734,29.554680000000005,118.21872
Low Fat,FDW45,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03901099,18.0,147.7418,4.2,147.7418,29.548360000000002,118.19344000000001
Regular,FDE05,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.03263762,10.895,147.7102,4.0,147.7102,29.54204,118.16815999999999
Low Fat,NCX29,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.089152528,10.0,147.7102,4.0,147.7102,29.54204,118.16815999999999
Regular,FDE05,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.032427039,10.895,147.7102,2.9,147.7102,29.54204,118.16815999999999
reg,FDH44,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.025867261,19.1,147.6418,3.0,147.6418,29.52836,118.11344
Low Fat,FDB53,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.139669224,13.35,147.6392,4.0,147.6392,29.527839999999998,118.11135999999999
Regular,FDR19,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.159720671,13.5,147.6102,3.0,147.6102,29.52204,118.08815999999999
Regular,FDR19,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.159968994,13.5,147.6102,3.5,147.6102,29.52204,118.08815999999999
Low Fat,FDF16,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.086619573,7.3,147.6076,4.0,147.6076,29.52152,118.08608
Low Fat,FDZ33,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.107376743,10.195,147.6076,4.2,147.6076,29.52152,118.08608
Low Fat,FDF12,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.08235926,8.235,147.6076,3.4,147.6076,29.52152,118.08608
Low Fat,FDV09,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.020600553,12.1,147.5734,5.0,147.5734,29.51468,118.05872
Regular,FDH44,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.043304681,19.1,147.5418,4.1,147.5418,29.50836,118.03344
Low Fat,NCT42,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02488732,5.88,147.5392,4.3,147.5392,29.50784,118.03135999999999
Low Fat,FDB53,Frozen Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.139735226,13.35,147.5392,4.2,147.5392,29.50784,118.03135999999999
Low Fat,DRF01,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0,5.655,147.5102,4.6,147.5102,29.50204,118.00816
Regular,FDJ21,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.038496166,16.7,147.5102,4.4,147.5102,29.50204,118.00816
Low Fat,FDR46,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.139417654,16.85,147.476,4.1,147.476,29.4952,117.9808
Low Fat,NCO42,Household,2020,OUT017,Tier 2,High,Supermarket Type1,0.024795057,21.25,147.4102,1.0,147.4102,29.48204,117.92816
Low Fat,DRF01,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.175352413,5.655,147.4102,4.0,147.4102,29.48204,117.92816
Low Fat,FDM52,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.025993423,15.1,147.4076,4.0,147.4076,29.481520000000003,117.92608
Regular,FDS16,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.066164431,15.15,147.376,3.0,147.376,29.4752,117.9008
Low Fat,FDE08,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.049520593,18.2,147.3734,5.0,147.3734,29.474680000000003,117.89872
Low Fat,FDS55,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.081290366,7.02,147.3734,3.0,147.3734,29.474680000000003,117.89872
Low Fat,FDE08,Fruits and Vegetables,2011,OUT010,Tier 3,Small,Grocery Store,0.082551042,18.2,147.3734,4.3,147.3734,29.474680000000003,117.89872
Low Fat,DRG48,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.014614357,5.78,147.3102,2.0,147.3102,29.462040000000002,117.84816000000001
Regular,FDF10,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0,15.5,147.2418,4.1,147.2418,29.448360000000005,117.79344
Low Fat,DRG48,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.014577695,5.78,147.2102,4.0,147.2102,29.44204,117.76816
Low Fat,FDM52,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.026046138,15.1,147.2076,4.2,147.2076,29.441520000000004,117.76608000000002
Low Fat,FDF16,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.086266286,7.3,147.2076,5.0,147.2076,29.441520000000004,117.76608000000002
Low Fat,FDZ33,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.0,10.195,147.2076,4.0,147.2076,29.441520000000004,117.76608000000002
Regular,FDW12,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,0.035644325,8.315,147.1444,4.0,147.1444,29.42888,117.71552
Low Fat,FDO40,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.032812669,17.1,147.1392,4.0,147.1392,29.42784,117.71135999999998
Low Fat,NCX29,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.089078338,10.0,147.1102,4.0,147.1102,29.42204,117.68816
Low Fat,FDK38,Canned,2011,OUT010,Tier 3,Medium,Grocery Store,0.089196394,6.65,147.0734,4.4,147.0734,29.41468,117.65871999999999
Regular,FDJ02,Canned,2020,OUT017,Tier 2,High,Supermarket Type1,0.025309134,17.2,147.0418,4.0,147.0418,29.408360000000002,117.63344
Regular,FDR19,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.160624116,13.5,147.0102,4.0,147.0102,29.40204,117.60816
Low Fat,FDA33,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.033893487,6.48,147.0076,4.4,147.0076,29.40152,117.60607999999999
Low Fat,DRF13,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.029781363,12.1,146.9444,2.9,146.9444,29.38888,117.55552
Low Fat,FDU13,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.187939003,8.355,146.9418,4.2,146.9418,29.388360000000002,117.55344
Low Fat,DRF01,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.175793413,5.655,146.9102,4.2,146.9102,29.382040000000003,117.52816
Low Fat,NCX29,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.089135671,10.0,146.9102,4.0,146.9102,29.382040000000003,117.52816
LF,DRF01,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.175047104,5.655,146.9102,3.0,146.9102,29.382040000000003,117.52816
Regular,FDR31,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.049162885,6.46,146.9102,4.1,146.9102,29.382040000000003,117.52816
Low Fat,FDA33,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.033899898,6.48,146.9076,4.4,146.9076,29.381520000000002,117.52608000000001
Low Fat,FDS55,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.08114883,7.02,146.8734,1.8,146.8734,29.37468,117.49872
Regular,FDI41,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.062510529,18.5,146.8418,4.0,146.8418,29.368360000000003,117.47344000000001
Low Fat,FDY31,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.043809261,5.98,146.8418,4.2,146.8418,29.368360000000003,117.47344000000001
Regular,FDH44,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.025912378,19.1,146.8418,4.6,146.8418,29.368360000000003,117.47344000000001
Low Fat,FDF16,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.086307051,7.3,146.8076,3.9,146.8076,29.361520000000002,117.44608000000001
Low Fat,NCO42,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.024756031,21.25,146.7102,3.5,146.7102,29.342039999999997,117.36815999999999
Low Fat,NCX29,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.089291137,10.0,146.7102,4.1,146.7102,29.342039999999997,117.36815999999999
Low Fat,NCA05,Health and Hygiene,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.025272781,20.75,146.6734,4.3,146.6734,29.33468,117.33872
Low Fat,FDV09,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.020551458,12.1,146.6734,4.0,146.6734,29.33468,117.33872
Low Fat,FDV09,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.034427577,12.1,146.6734,3.7,146.6734,29.33468,117.33872
reg,FDW12,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.035627489,8.315,146.6444,4.0,146.6444,29.328879999999998,117.31551999999999
Regular,FDJ21,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.038685176,16.7,146.6102,5.0,146.6102,29.32204,117.28815999999999
Low Fat,FDM52,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.025988508,15.1,146.6076,4.0,146.6076,29.32152,117.28608
Low Fat,FDR46,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.233356571,16.85,146.576,4.3,146.576,29.3152,117.26079999999999
Regular,FDW15,Meat,2014,OUT013,Tier 3,High,Supermarket Type1,0.055067732,15.35,146.5734,4.2,146.5734,29.31468,117.25872
Low Fat,FDU13,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.187850233,8.355,146.5418,4.0,146.5418,29.30836,117.23344
Regular,FDJ21,Snack Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.038606365,16.7,146.5102,4.1,146.5102,29.30204,117.20815999999999
low fat,FDZ33,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.107834541,10.195,146.5076,4.4,146.5076,29.30152,117.20608
Low Fat,FDF12,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.08276363,8.235,146.5076,3.9,146.5076,29.30152,117.20608
Low Fat,FDE08,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.049396364,18.2,146.4734,4.2,146.4734,29.29468,117.17872
